Year,Entity,Gini_equiv_disposable,Top_10_share_equiv_disposable,Bottom_50_share_equiv_disposable,Gini_equiv_market,Top_10_share_equiv_market,Bottom_50_share_equiv_market,Gini_percap_disposable,Top_10_share_percap_disposable,Bottom_50_share_percap_disposable,Gini_percap_market,Top_10_share_percap_market,Bottom_50_share_percap_market
1981,Australia,28.199999999999996,20.7114,30.179,40.400000000000006,25.3814,21.8905,31.3,23.3191,28.4171,31.3,23.3191,28.4171
1985,Australia,29.299999999999997,21.633,29.527499999999996,43.7,27.6839,19.7606,32.5,24.2772,27.7783,32.5,24.2772,27.7783
1989,Australia,30.4,22.4356,28.8189,43.1,27.752,20.1667,33.1,24.6904,27.302799999999998,33.1,24.6904,27.302799999999998
1995,Australia,31.1,22.7384,28.240099999999998,47.0,29.0784,17.0353,32.9,24.6306,27.5334,32.9,24.6306,27.5334
2001,Australia,32.0,23.5894,27.7841,48.1,30.1565,16.2782,33.7,25.1233,26.9225,33.7,25.1233,26.9225
2003,Australia,31.6,23.0152,28.008499999999998,46.9,29.1615,17.1217,33.7,25.1594,26.9625,33.7,25.1594,26.9625
2004,Australia,31.1,23.5554,28.6207,45.7,29.0491,18.3739,32.7,25.0199,27.7169,32.7,25.0199,27.7169
2008,Australia,33.5,25.7203,27.3298,46.9,31.2839,18.0212,35.5,27.4164,26.167900000000003,35.5,27.4164,26.167900000000003
2010,Australia,33.300000000000004,24.8845,27.1446,47.3,30.3982,17.1927,34.9,26.3605,26.3001,34.9,26.3605,26.3001
2014,Australia,32.9,25.5024,27.78,48.1,32.6434,17.459200000000003,34.2,26.7302,27.118299999999998,34.2,26.7302,27.118299999999998
2016,Australia,32.6,24.7741,27.732,45.9,30.7677,18.7156,33.7,25.8249,27.181199999999997,33.7,25.8249,27.181199999999997
2018,Australia,32.9,25.1997,27.7172,46.9,31.7626,18.2276,34.2,26.4557,27.017500000000002,34.2,26.4557,27.017500000000002
1994,Austria,27.800000000000004,21.777,31.069000000000003,43.8,27.268,19.503300000000003,30.8,24.003,29.1101,30.8,24.003,29.1101
1995,Austria,26.6,21.1158,31.8506,43.7,27.6185,19.7262,29.9,23.3414,29.6358,29.9,23.3414,29.6358
1996,Austria,25.8,20.3351,32.064,43.5,27.1217,19.517,29.299999999999997,23.1278,30.0955,29.299999999999997,23.1278,30.0955
1997,Austria,25.5,20.0592,32.3206,43.4,26.7349,19.584699999999998,29.099999999999998,22.644,30.3816,29.099999999999998,22.644,30.3816
1998,Austria,27.500000000000004,22.2563,31.4371,44.9,28.5377,18.8182,31.3,24.9982,29.0709,31.3,24.9982,29.0709
1999,Austria,26.200000000000003,21.2059,32.078199999999995,44.0,27.4915,19.3987,29.7,23.7468,29.805699999999998,29.7,23.7468,29.805699999999998
2000,Austria,25.4,20.6036,32.7149,43.6,27.2789,19.7973,28.9,22.9367,30.2479,28.9,22.9367,30.2479
2003,Austria,26.5,21.3393,31.887999999999998,45.1,28.4883,18.6745,29.599999999999998,23.5392,30.0162,29.599999999999998,23.5392,30.0162
2004,Austria,26.8,22.0364,31.907,45.6,28.9304,18.4123,29.9,23.8801,29.809800000000003,29.9,23.8801,29.809800000000003
2005,Austria,26.0,21.0588,32.2278,46.2,28.376,17.5347,28.799999999999997,22.868,30.3678,28.799999999999997,22.868,30.3678
2006,Austria,26.8,21.7931,31.7895,47.699999999999996,29.7501,16.669800000000002,29.7,23.7801,29.9291,29.7,23.7801,29.9291
2007,Austria,28.4,22.1949,30.625999999999998,48.6,30.7191,16.0955,30.599999999999998,23.8709,29.238599999999998,30.599999999999998,23.8709,29.238599999999998
2008,Austria,28.000000000000004,22.2378,30.9866,49.0,31.1528,15.9883,30.4,24.1139,29.5302,30.4,24.1139,29.5302
2009,Austria,28.9,22.9112,30.447,50.6,32.3594,14.9424,31.4,24.7046,28.861900000000002,31.4,24.7046,28.861900000000002
2010,Austria,28.000000000000004,22.1773,30.9118,49.8,30.9039,15.0692,30.3,23.6672,29.3688,30.3,23.6672,29.3688
2011,Austria,28.199999999999996,22.2599,30.825200000000002,49.6,31.0864,15.2284,30.9,23.8736,28.952199999999998,30.9,23.8736,28.952199999999998
2012,Austria,27.700000000000003,21.7198,31.1267,49.5,30.7545,15.198500000000001,30.599999999999998,23.6161,29.188000000000002,30.599999999999998,23.6161,29.188000000000002
2013,Austria,28.000000000000004,22.4941,31.018699999999995,49.7,31.1161,15.1641,31.1,24.4794,29.0872,31.1,24.4794,29.0872
2014,Austria,27.500000000000004,22.1878,31.4116,49.5,31.0075,15.3305,30.7,24.2447,29.302799999999998,30.7,24.2447,29.302799999999998
2015,Austria,27.6,22.0004,31.259500000000003,49.7,31.0976,15.1204,30.8,24.0319,29.1982,30.8,24.0319,29.1982
2016,Austria,28.499999999999996,22.4421,30.7155,50.3,31.8777,14.940999999999999,31.0,24.0239,29.0026,31.0,24.0239,29.0026
2017,Austria,27.700000000000003,21.8421,31.1325,48.8,30.1465,15.6248,30.0,23.2091,29.5576,30.0,23.2091,29.5576
2018,Austria,28.000000000000004,22.3748,31.144199999999998,49.7,31.0995,15.3011,31.0,24.0545,29.058999999999997,31.0,24.0545,29.058999999999997
2019,Austria,27.400000000000002,21.7319,31.4725,49.1,30.7803,15.614600000000001,30.4,23.3517,29.2624,30.4,23.3517,29.2624
1985,Belgium,22.8,19.0669,34.0871,41.699999999999996,24.17,20.268500000000003,25.2,19.1502,32.830600000000004,25.2,19.1502,32.830600000000004
1988,Belgium,23.5,19.652,33.833299999999994,42.4,24.9415,20.1113,25.7,19.8434,32.5495,25.7,19.8434,32.5495
1992,Belgium,22.8,18.6798,34.1364,45.6,26.3068,17.1878,24.9,20.0608,32.8502,24.9,20.0608,32.8502
1995,Belgium,26.8,21.5448,31.636400000000002,46.9,28.4432,16.719,28.4,22.8487,31.0023,28.4,22.8487,31.0023
1997,Belgium,25.1,19.7236,32.406400000000005,48.3,28.4608,15.2332,26.900000000000002,21.5896,31.7778,26.900000000000002,21.5896,31.7778
2000,Belgium,28.9,23.6319,30.7483,51.300000000000004,34.1729,15.2615,29.9,24.8682,30.338499999999996,29.9,24.8682,30.338499999999996
2003,Belgium,26.1,20.5639,31.858200000000004,48.5,28.1923,14.771899999999999,28.299999999999997,22.3801,30.832700000000003,28.299999999999997,22.3801,30.832700000000003
2004,Belgium,27.1,21.9555,31.467,50.2,30.4583,14.2118,28.799999999999997,23.174,30.6903,28.799999999999997,23.174,30.6903
2005,Belgium,27.0,21.6756,31.5322,49.0,29.9344,15.2924,28.299999999999997,22.6702,30.9093,28.299999999999997,22.6702,30.9093
2006,Belgium,27.200000000000003,21.5829,31.3356,48.199999999999996,28.6299,15.4494,29.099999999999998,23.3013,30.4324,29.099999999999998,23.3013,30.4324
2007,Belgium,27.500000000000004,21.9729,31.176000000000002,48.3,29.0006,15.4849,29.4,23.5485,30.2877,29.4,23.5485,30.2877
2008,Belgium,26.200000000000003,20.6228,31.7834,47.199999999999996,27.6019,16.1025,28.4,22.5599,30.740099999999998,28.4,22.5599,30.740099999999998
2009,Belgium,26.700000000000003,20.9649,31.4422,47.9,27.7206,15.2211,28.4,22.3047,30.709000000000003,28.4,22.3047,30.709000000000003
2010,Belgium,26.3,20.5291,31.596600000000002,48.699999999999996,28.252,14.7279,28.199999999999996,22.3755,30.9048,28.199999999999996,22.3755,30.9048
2011,Belgium,26.8,20.9416,31.3138,49.0,28.6037,14.397400000000001,28.299999999999997,22.4024,30.836399999999998,28.299999999999997,22.4024,30.836399999999998
2012,Belgium,26.6,20.8603,31.4857,48.5,28.12,14.648,27.900000000000002,22.2817,31.123200000000004,27.900000000000002,22.2817,31.123200000000004
2013,Belgium,26.400000000000002,20.438,31.482300000000002,49.3,28.4085,13.9902,27.900000000000002,21.925,31.0038,27.900000000000002,21.925,31.0038
2014,Belgium,26.200000000000003,20.4844,31.618700000000004,49.7,28.6665,13.6639,27.900000000000002,22.0139,30.955000000000002,27.900000000000002,22.0139,30.955000000000002
2015,Belgium,26.6,20.6862,31.3296,50.0,28.8055,13.3961,27.800000000000004,22.1605,31.1528,27.800000000000004,22.1605,31.1528
2016,Belgium,26.5,20.799,31.5698,50.0,29.3329,13.630700000000001,27.700000000000003,22.0597,31.291199999999996,27.700000000000003,22.0597,31.291199999999996
2017,Belgium,26.0,20.1495,31.809,48.699999999999996,28.1267,14.5604,27.3,21.6858,31.4754,27.3,21.6858,31.4754
2006,Brazil,50.5,39.2886,17.5972,59.0,45.365,12.4553,53.5,41.6866,15.7415,53.5,41.6866,15.7415
2009,Brazil,47.699999999999996,36.965,19.0539,56.699999999999996,42.965,13.561800000000002,50.8,39.4078,17.1833,50.8,39.4078,17.1833
2011,Brazil,46.9,36.2321,19.5728,56.49999999999999,42.4945,13.6147,49.9,38.6158,17.7841,49.9,38.6158,17.7841
2013,Brazil,46.0,35.7098,20.189600000000002,56.39999999999999,42.1742,13.7093,49.0,38.0349,18.3756,49.0,38.0349,18.3756
2016,Brazil,48.199999999999996,36.7119,18.7755,58.199999999999996,43.3815,12.572799999999999,50.9,38.7067,16.9817,50.9,38.7067,16.9817
1971,Canada,32.300000000000004,22.9561,27.731900000000003,40.2,26.2199,22.3031,37.3,27.0267,24.737700000000004,37.3,27.0267,24.737700000000004
1975,Canada,29.299999999999997,21.4645,29.7542,37.9,24.8852,23.7708,33.4,24.6718,27.233500000000003,33.4,24.6718,27.233500000000003
1981,Canada,28.599999999999998,21.1489,30.2029,37.2,24.2255,24.127499999999998,32.5,24.2964,27.812099999999997,32.5,24.2964,27.812099999999997
1987,Canada,28.299999999999997,21.4852,30.4038,38.800000000000004,25.406,23.099800000000002,31.5,23.8845,28.4828,31.5,23.8845,28.4828
1991,Canada,28.199999999999996,21.4442,30.459200000000003,40.8,26.634,21.746499999999997,31.1,23.5999,28.771,31.1,23.5999,28.771
1994,Canada,28.499999999999996,21.5437,30.2384,42.199999999999996,26.8303,20.4803,31.3,23.6597,28.5929,31.3,23.6597,28.5929
1996,Canada,30.3,22.9436,29.1738,44.4,28.7162,19.166400000000003,32.800000000000004,24.9824,27.749,32.800000000000004,24.9824,27.749
1997,Canada,30.8,23.3916,28.9143,44.6,29.1445,19.148400000000002,33.2,25.4188,27.6092,33.2,25.4188,27.6092
1998,Canada,31.2,23.7782,28.7665,44.7,29.3693,19.1963,33.300000000000004,25.5674,27.5894,33.300000000000004,25.5674,27.5894
1999,Canada,31.0,23.5663,28.7715,43.5,28.8285,20.0146,33.1,25.1714,27.6158,33.1,25.1714,27.6158
2000,Canada,31.8,24.2988,28.4294,43.7,29.4302,20.134900000000002,33.5,25.6444,27.429199999999998,33.5,25.6444,27.429199999999998
2001,Canada,31.8,24.311,28.371899999999997,43.8,29.5122,20.0407,33.6,25.6813,27.2833,33.6,25.6813,27.2833
2002,Canada,31.7,24.0637,28.42,43.4,29.1817,20.308699999999998,33.6,25.5395,27.2472,33.6,25.5395,27.2472
2003,Canada,31.8,24.1156,28.2961,43.6,29.1541,20.1444,33.900000000000006,25.8066,27.1051,33.900000000000006,25.8066,27.1051
2004,Canada,32.0,24.2937,28.178600000000003,43.7,29.4177,20.1109,33.900000000000006,25.6503,27.1118,33.900000000000006,25.6503,27.1118
2005,Canada,31.8,24.1214,28.2746,43.3,29.1346,20.2812,33.7,25.6474,27.259,33.7,25.6474,27.259
2006,Canada,31.8,24.3561,28.3096,43.4,29.4253,20.3646,34.0,26.0143,27.0439,34.0,26.0143,27.0439
2007,Canada,31.6,24.2606,28.471200000000003,43.4,29.6064,20.4347,33.7,25.8956,27.2669,33.7,25.8956,27.2669
2008,Canada,32.2,24.5736,28.1503,43.8,29.8203,20.220799999999997,33.900000000000006,25.9749,27.1271,33.900000000000006,25.9749,27.1271
2009,Canada,32.1,24.4043,28.115099999999998,44.4,29.8841,19.5611,34.0,25.8853,27.0259,34.0,25.8853,27.0259
2010,Canada,31.8,24.2615,28.3673,44.3,29.7703,19.671599999999998,33.6,25.7754,27.3213,33.6,25.7754,27.3213
2011,Canada,31.3,23.8086,28.618000000000002,43.4,28.957,20.1814,32.7,25.0355,27.876399999999997,32.7,25.0355,27.876399999999997
2012,Canada,31.7,23.8099,28.250300000000003,43.1,28.5904,20.2283,33.6,25.2017,27.176599999999997,33.6,25.2017,27.176599999999997
2013,Canada,32.1,23.7121,27.8701,43.6,28.5567,19.7705,33.800000000000004,25.1544,26.923299999999998,33.800000000000004,25.1544,26.923299999999998
2014,Canada,31.2,23.6019,28.622999999999998,42.6,28.5008,20.759700000000002,33.2,25.1836,27.503500000000003,33.2,25.1836,27.503500000000003
2015,Canada,32.0,24.0211,28.1513,43.8,29.1508,19.8311,33.800000000000004,25.5065,27.1266,33.800000000000004,25.5065,27.1266
2016,Canada,30.8,23.2828,28.844700000000003,43.2,28.6796,20.208299999999998,32.800000000000004,25.0134,27.7456,32.800000000000004,25.0134,27.7456
2017,Canada,31.3,23.698,28.534999999999997,44.1,29.3373,19.620800000000003,33.300000000000004,25.3509,27.351300000000002,33.300000000000004,25.3509,27.351300000000002
2018,Canada,30.599999999999998,23.3173,29.063700000000004,42.9,28.633,20.443199999999997,32.6,24.8325,27.853399999999997,32.6,24.8325,27.853399999999997
1990,Chile,50.7,40.4008,17.7667,55.400000000000006,43.4721,14.9847,52.800000000000004,42.2687,16.6576,52.800000000000004,42.2687,16.6576
1992,Chile,50.8,40.9414,17.886499999999998,54.900000000000006,43.4383,15.515699999999999,52.7,42.7495,16.8828,52.7,42.7495,16.8828
1994,Chile,50.6,39.3696,17.4048,54.900000000000006,42.0823,14.938000000000002,52.5,41.2217,16.5017,52.5,41.2217,16.5017
1996,Chile,50.4,39.5356,17.762900000000002,54.7,42.29,15.098700000000001,52.5,41.6195,16.6754,52.5,41.6195,16.6754
1998,Chile,51.0,40.2855,17.464399999999998,55.1,42.8846,14.9717,53.400000000000006,42.4694,16.2395,53.400000000000006,42.4694,16.2395
2000,Chile,52.6,42.4316,16.9251,57.49999999999999,45.7775,13.9865,54.800000000000004,44.2552,15.7041,54.800000000000004,44.2552,15.7041
2003,Chile,50.3,39.8768,17.9316,54.800000000000004,42.6038,15.2441,52.800000000000004,42.2747,16.6622,52.800000000000004,42.2747,16.6622
2006,Chile,47.599999999999994,37.3633,19.332,52.1,39.7624,16.5301,50.0,39.7252,18.1635,50.0,39.7252,18.1635
2009,Chile,47.8,38.2364,19.495,53.800000000000004,41.5158,15.613,50.0,40.4126,18.4211,50.0,40.4126,18.4211
2011,Chile,46.7,37.245,20.078400000000002,52.5,40.4546,16.3417,48.9,39.4059,19.019199999999998,48.9,39.4059,19.019199999999998
2013,Chile,46.0,36.8347,20.5347,52.1,39.989,16.6875,48.4,39.174,19.371199999999998,48.4,39.174,19.371199999999998
2015,Chile,45.300000000000004,36.175,20.8737,51.1,39.0846,17.232799999999997,47.599999999999994,38.3982,19.7418,47.599999999999994,38.3982,19.7418
2017,Chile,45.9,36.7796,20.6186,52.1,39.9544,16.6586,48.199999999999996,39.0812,19.444499999999998,48.199999999999996,39.0812,19.444499999999998
2002,China,41.5,30.3075,21.8318,42.4,31.2145,21.557500000000005,44.7,32.1577,19.6888,44.7,32.1577,19.6888
2013,China,39.900000000000006,28.5564,22.7571,49.8,33.0427,15.7838,43.0,30.4715,20.660899999999998,43.0,30.4715,20.660899999999998
2018,China,41.3,29.4457,21.9513,49.9,33.9318,15.9022,44.1,31.2815,20.096,44.1,31.2815,20.096
2001,Colombia,50.9,38.9095,17.1398,52.6,40.613,16.6343,54.2,42.2165,15.430499999999999,54.2,42.2165,15.430499999999999
2002,Colombia,52.6,40.1243,16.058500000000002,54.0,41.6758,15.525,56.10000000000001,43.871,14.3945,56.10000000000001,43.871,14.3945
2003,Colombia,50.4,38.2814,17.2529,51.800000000000004,39.754,16.7125,54.1,41.9468,15.4542,54.1,41.9468,15.4542
2004,Colombia,51.300000000000004,39.3945,16.8805,52.6,40.8089,16.4699,55.00000000000001,43.0458,15.0779,55.00000000000001,43.0458,15.0779
2005,Colombia,51.300000000000004,39.7777,17.0287,52.6,41.1541,16.5088,55.1,43.5383,15.1015,55.1,43.5383,15.1015
2006,Colombia,50.2,38.4916,17.4649,51.2,39.5242,17.2992,54.1,42.2469,15.5004,54.1,42.2469,15.5004
2007,Colombia,54.0,41.2172,15.182300000000001,56.3,43.9986,14.374099999999999,57.599999999999994,44.7943,13.407,57.599999999999994,44.7943,13.407
2008,Colombia,52.6,39.8652,15.9092,54.800000000000004,42.5295,15.082,56.10000000000001,43.3464,14.155600000000002,56.10000000000001,43.3464,14.155600000000002
2009,Colombia,51.0,38.767,16.864900000000002,53.2,41.3568,16.0133,54.400000000000006,41.9474,15.1302,54.400000000000006,41.9474,15.1302
2010,Colombia,51.1,39.0202,16.880499999999998,53.6,41.8076,15.9849,54.6,42.456,15.0913,54.6,42.456,15.0913
2011,Colombia,50.0,37.9924,17.4357,52.7,40.7792,16.2312,53.400000000000006,41.2672,15.664100000000001,53.400000000000006,41.2672,15.664100000000001
2012,Colombia,49.1,36.9006,17.8425,51.6,39.2253,16.6292,52.5,40.1116,16.063499999999998,52.5,40.1116,16.063499999999998
2013,Colombia,49.1,36.9652,17.8505,51.9,39.8242,16.5597,52.5,40.1853,16.0915,52.5,40.1853,16.0915
2014,Colombia,48.9,36.8022,17.986,52.1,39.8982,16.390700000000002,52.400000000000006,40.3049,16.1791,52.400000000000006,40.3049,16.1791
2015,Colombia,47.3,35.481,18.8455,50.3,38.1676,17.351,50.7,38.6793,17.0821,50.7,38.6793,17.0821
2016,Colombia,47.0,35.4419,19.1562,50.0,38.2005,17.636,50.5,38.8021,17.3019,50.5,38.8021,17.3019
2017,Colombia,46.1,34.6681,19.6807,48.9,37.1885,18.250700000000002,49.7,38.0254,17.7601,49.7,38.0254,17.7601
2018,Colombia,46.5,35.032,19.376399999999997,49.4,37.623,17.9434,50.1,38.3922,17.4731,50.1,38.3922,17.4731
2019,Colombia,48.0,36.1124,18.5503,51.0,38.9586,17.108,51.6,39.6002,16.6648,51.6,39.6002,16.6648
2020,Colombia,50.3,37.8851,17.302,53.800000000000004,41.0878,15.597999999999999,53.900000000000006,41.4421,15.4041,53.900000000000006,41.4421,15.4041
2002,Cote d'Ivoire,56.599999999999994,44.3477,14.256200000000002,56.8,44.492,14.1477,58.8,46.9411,13.2518,58.8,46.9411,13.2518
2008,Cote d'Ivoire,53.800000000000004,41.961,15.9512,54.1,42.0821,15.690999999999999,55.400000000000006,44.4265,15.428,55.400000000000006,44.4265,15.428
2015,Cote d'Ivoire,57.9,45.2904,13.5695,57.99999999999999,44.9185,13.327100000000002,60.699999999999996,48.4191,12.227699999999999,60.699999999999996,48.4191,12.227699999999999
1992,Czechia,20.5,19.1317,36.1589,39.7,25.0684,22.4897,20.7,19.5253,36.2229,20.7,19.5253,36.2229
1996,Czechia,25.7,21.6287,32.564499999999995,43.4,27.8161,20.0872,25.8,22.1368,32.8668,25.8,22.1368,32.8668
2002,Czechia,25.6,21.8331,32.7449,46.7,29.4385,17.6221,26.6,22.572,32.4794,26.6,22.572,32.4794
2004,Czechia,26.700000000000003,22.1728,32.0102,47.199999999999996,29.9356,17.3888,27.400000000000002,22.9853,31.8863,27.400000000000002,22.9853,31.8863
2007,Czechia,25.2,21.1938,32.8857,44.9,28.5131,18.850099999999998,25.5,21.9054,33.0475,25.5,21.9054,33.0475
2010,Czechia,25.6,21.4487,32.562,44.9,28.0931,18.64,26.6,22.2381,32.452099999999994,26.6,22.2381,32.452099999999994
2013,Czechia,25.900000000000002,21.9633,32.611599999999996,46.0,29.0299,18.012500000000003,26.6,22.5585,32.375600000000006,26.6,22.5585,32.375600000000006
2016,Czechia,25.4,21.2118,32.7638,44.4,27.4222,18.9354,25.6,22.0099,32.963300000000004,25.6,22.0099,32.963300000000004
1987,Denmark,25.7,20.4192,32.4423,41.0,24.6993,20.8512,26.5,21.6796,32.138999999999996,26.5,21.6796,32.138999999999996
1992,Denmark,24.099999999999998,19.4686,33.404,44.1,26.0205,18.1751,24.8,20.5606,33.1974,24.8,20.5606,33.1974
1995,Denmark,22.0,18.6613,34.7748,42.6,25.9279,19.7532,22.8,19.6303,34.3671,22.8,19.6303,34.3671
2000,Denmark,22.6,18.9926,34.38249999999999,41.6,25.65,20.7739,23.799999999999997,20.1419,33.6964,23.799999999999997,20.1419,33.6964
2004,Denmark,23.0,19.1454,34.0744,42.199999999999996,25.8125,20.1277,24.3,20.3332,33.4246,24.3,20.3332,33.4246
2007,Denmark,24.099999999999998,20.0116,33.544200000000004,41.699999999999996,26.4436,20.9988,25.4,21.1857,32.855000000000004,25.4,21.1857,32.855000000000004
2010,Denmark,25.1,20.6127,32.8447,44.3,28.0411,19.146700000000003,25.900000000000002,21.6165,32.603,25.900000000000002,21.6165,32.603
2013,Denmark,25.1,20.7593,32.8256,44.5,27.8237,18.765,25.8,21.5836,32.6469,25.8,21.5836,32.6469
2016,Denmark,25.7,21.1234,32.484700000000004,44.7,28.3157,18.7568,26.3,21.9105,32.3166,26.3,21.9105,32.3166
2007,Dominican Republic,51.5,40.237,17.1538,52.300000000000004,40.9207,16.6277,53.900000000000006,42.5191,15.7813,53.900000000000006,42.5191,15.7813
2012,Egypt,50.5,40.1954,18.1156,54.6,43.3467,15.894,53.1,42.5487,16.689300000000003,53.1,42.5487,16.689300000000003
2000,Estonia,36.4,27.8697,25.623799999999996,49.0,32.6978,16.422900000000002,36.6,28.636,25.8906,36.6,28.636,25.8906
2004,Estonia,34.9,26.1734,26.3202,50.0,32.1538,15.364,34.4,26.5139,27.1612,34.4,26.5139,27.1612
2007,Estonia,31.3,23.3573,28.394399999999997,44.800000000000004,28.1213,18.6661,31.2,24.0824,28.7876,31.2,24.0824,28.7876
2010,Estonia,32.0,23.6389,27.840700000000002,48.5,29.6574,15.5287,32.2,24.373,28.4105,32.2,24.373,28.4105
2013,Estonia,35.4,25.6067,25.5383,50.7,31.5137,14.285400000000001,35.0,26.468,26.4522,35.0,26.468,26.4522
2016,Estonia,31.4,22.4352,27.7759,45.6,27.757,17.6656,31.3,23.1649,28.1949,31.3,23.1649,28.1949
1987,Finland,20.7,17.8777,35.6479,32.7,22.688,27.3272,22.2,19.2123,34.804,22.2,19.2123,34.804
1991,Finland,20.9,18.0122,35.5361,33.0,22.831,27.0837,22.900000000000002,19.6356,34.2445,22.900000000000002,19.6356,34.2445
1995,Finland,21.7,19.1357,35.172599999999996,38.5,25.5632,23.2845,23.5,20.5447,34.1139,23.5,20.5447,34.1139
2000,Finland,25.4,21.4675,32.775999999999996,40.699999999999996,27.4197,22.085,26.900000000000002,22.4836,31.9075,26.900000000000002,22.4836,31.9075
2004,Finland,26.200000000000003,21.7642,32.2755,40.699999999999996,27.9464,22.398600000000002,27.800000000000004,23.0039,31.3222,27.800000000000004,23.0039,31.3222
2007,Finland,26.700000000000003,21.8929,31.9153,38.1,26.6468,24.072400000000002,28.199999999999996,23.1571,30.985200000000003,28.199999999999996,23.1571,30.985200000000003
2010,Finland,26.3,21.5274,31.9976,37.8,25.9146,24.0725,27.800000000000004,22.5611,31.1849,27.800000000000004,22.5611,31.1849
2013,Finland,26.1,21.3936,32.2066,37.8,26.0521,24.1215,27.200000000000003,22.2078,31.5379,27.200000000000003,22.2078,31.5379
