Year,Entity,Gini_equiv_disposable,Top_10_share_equiv_disposable,Bottom_50_share_equiv_disposable,Gini_equiv_market,Top_10_share_equiv_market,Bottom_50_share_equiv_market,Gini_percap_disposable,Top_10_share_percap_disposable,Bottom_50_share_percap_disposable,Gini_percap_market,Top_10_share_percap_market,Bottom_50_share_percap_market
2008,South Africa,65.8,51.7466,8.9496,75.4,60.0809,3.4534,69.69999999999999,55.9007,6.9863,69.69999999999999,55.9007,6.9863
2010,South Africa,66.7,54.1918,9.1007,75.9,61.5996,3.6275,73.9,63.0245,6.492699999999999,73.9,63.0245,6.492699999999999
2012,South Africa,62.2,47.8591,10.4489,72.5,56.3185,4.529,66.9,52.7038,8.3287,66.9,52.7038,8.3287
2015,South Africa,62.3,49.0023,10.868300000000001,71.7,56.7952,5.4036,67.5,54.5351,8.491999999999999,67.5,54.5351,8.491999999999999
2017,South Africa,61.9,48.2129,10.8538,70.89999999999999,55.5216,5.6579,67.10000000000001,53.7896,8.435500000000001,67.10000000000001,53.7896,8.435500000000001
2006,South Korea,29.9,21.907,29.274500000000003,32.300000000000004,22.8605,27.6768,31.4,23.7636,28.586399999999998,31.4,23.7636,28.586399999999998
2008,South Korea,30.8,22.4003,28.7654,33.6,23.6216,26.810000000000002,32.2,24.2923,28.1124,32.2,24.2923,28.1124
2010,South Korea,30.3,22.0121,29.0745,33.2,23.1603,27.1747,31.8,23.8445,28.281,31.8,23.8445,28.281
2012,South Korea,30.0,21.894,29.255200000000002,32.9,23.0515,27.3478,31.3,23.4914,28.5978,31.3,23.4914,28.5978
2014,South Korea,29.5,21.6525,29.5991,33.1,22.9951,27.216199999999997,31.0,23.4311,28.887299999999996,31.0,23.4311,28.887299999999996
2016,South Korea,29.799999999999997,21.9498,29.483,34.4,23.6002,26.3634,31.2,23.7874,28.7364,31.2,23.7874,28.7364
1980,Spain,31.900000000000002,24.2893,28.536700000000003,41.9,27.6738,21.3903,34.300000000000004,26.1422,26.837300000000003,34.300000000000004,26.1422,26.837300000000003
1985,Spain,31.5,24.7637,28.8286,43.6,29.101,20.3205,34.4,26.7482,27.0107,34.4,26.7482,27.0107
1990,Spain,30.2,23.3498,29.323,42.3,27.3103,20.9441,32.0,24.7898,28.3543,32.0,24.7898,28.3543
1995,Spain,35.8,26.4158,25.726300000000002,50.6,32.2653,14.9239,37.0,27.5986,25.1212,37.0,27.5986,25.1212
2000,Spain,33.7,25.2868,26.993100000000002,47.4,30.5306,17.3984,34.300000000000004,26.2856,26.895000000000003,34.300000000000004,26.2856,26.895000000000003
2004,Spain,32.1,23.4105,27.769,44.5,27.6132,18.757,33.7,25.0471,27.0835,33.7,25.0471,27.0835
2007,Spain,30.7,22.6893,28.7015,44.4,27.9597,19.0051,32.1,24.0637,28.0079,32.1,24.0637,28.0079
2010,Spain,33.7,23.8289,26.6817,49.6,30.1475,14.7179,35.099999999999994,25.0359,25.8975,35.099999999999994,25.0359,25.8975
2013,Spain,34.5,24.6767,26.1834,52.400000000000006,33.0779,13.279700000000002,36.4,26.0691,25.0379,36.4,26.0691,25.0379
2016,Spain,34.1,24.4585,26.508,51.800000000000004,32.8499,13.838000000000001,35.9,25.9268,25.5004,35.9,25.9268,25.5004
1975,Sweden,21.6,17.7271,34.8161,40.2,24.9302,21.8186,24.3,19.468,33.0167,24.3,19.468,33.0167
1981,Sweden,19.8,17.0102,36.239000000000004,41.3,24.6047,20.4259,22.900000000000002,18.3072,33.8624,22.900000000000002,18.3072,33.8624
1987,Sweden,21.2,17.7505,35.346,43.1,25.866,19.175399999999996,23.1,18.9271,33.9336,23.1,18.9271,33.9336
1992,Sweden,22.900000000000002,18.9364,34.2844,46.2,27.4078,16.444200000000002,25.0,20.0965,32.6732,25.0,20.0965,32.6732
1995,Sweden,22.1,18.923,35.132400000000004,46.7,28.371,16.3872,25.3,20.0725,32.4494,25.3,20.0725,32.4494
2000,Sweden,25.3,21.0148,32.8959,45.6,29.2912,18.294800000000002,27.1,21.8797,31.565099999999997,27.1,21.8797,31.565099999999997
2005,Sweden,23.7,19.9365,33.7864,44.4,28.1387,18.8656,25.900000000000002,21.1845,32.3608,25.900000000000002,21.1845,32.3608
1982,Switzerland,31.6,26.5853,29.527099999999997,39.900000000000006,30.2788,24.2522,35.3,27.6759,26.560000000000002,35.3,27.6759,26.560000000000002
1992,Switzerland,31.0,24.0073,29.4131,38.9,28.1031,24.3594,35.0,26.1572,26.3839,35.0,26.1572,26.3839
2000,Switzerland,28.1,22.676,31.0228,35.099999999999994,25.1834,26.3744,33.2,25.4853,27.5407,33.2,25.4853,27.5407
2002,Switzerland,27.3,21.6683,31.2821,34.599999999999994,24.4154,26.4009,31.8,24.1071,28.0591,31.8,24.1071,28.0591
2004,Switzerland,26.700000000000003,21.1558,31.824,34.599999999999994,23.8749,26.265500000000003,31.900000000000002,24.1457,28.005799999999997,31.900000000000002,24.1457,28.005799999999997
2006,Switzerland,30.0,23.8888,29.7863,36.4,26.2657,25.4913,33.900000000000006,25.8009,26.9875,33.900000000000006,25.8009,26.9875
2007,Switzerland,30.8,24.7486,29.430799999999998,37.3,27.1625,25.0473,34.300000000000004,26.6863,26.877,34.300000000000004,26.6863,26.877
2008,Switzerland,30.599999999999998,24.4365,29.4325,37.3,26.8012,24.878,34.2,26.6105,27.003999999999998,34.2,26.6105,27.003999999999998
2009,Switzerland,29.7,23.8133,29.9985,36.9,26.4488,25.1132,33.1,25.8909,27.6462,33.1,25.8909,27.6462
2010,Switzerland,29.7,23.5538,29.981099999999998,37.4,26.7839,24.7866,32.800000000000004,25.6279,27.862,32.800000000000004,25.6279,27.862
2011,Switzerland,28.9,22.9625,30.3675,36.6,25.949,25.1808,32.0,24.8777,28.3009,32.0,24.8777,28.3009
2012,Switzerland,28.599999999999998,23.2558,30.743000000000002,36.7,26.2523,25.223300000000002,31.900000000000002,25.2658,28.5048,31.900000000000002,25.2658,28.5048
2013,Switzerland,29.599999999999998,24.1472,30.1888,38.6,27.5986,24.1396,32.800000000000004,25.791,27.8491,32.800000000000004,25.791,27.8491
2014,Switzerland,29.9,24.1758,29.9591,38.2,27.2627,24.2012,33.0,25.9552,27.7779,33.0,25.9552,27.7779
2015,Switzerland,29.7,23.944,30.043,38.7,27.4494,23.942999999999998,32.800000000000004,25.6219,27.869699999999998,32.800000000000004,25.6219,27.869699999999998
2016,Switzerland,30.099999999999998,24.1407,29.867200000000004,39.2,27.8028,23.6916,33.300000000000004,25.9516,27.633899999999997,33.300000000000004,25.9516,27.633899999999997
2017,Switzerland,30.099999999999998,24.2678,29.8744,38.5,27.3039,24.0936,33.2,25.96,27.7369,33.2,25.96,27.7369
2018,Switzerland,30.099999999999998,24.0102,29.714,39.300000000000004,28.0477,23.6909,32.800000000000004,25.3028,27.8065,32.800000000000004,25.3028,27.8065
1968,United Kingdom,24.5,20.3643,33.138,33.2,23.3375,27.3337,27.1,22.391,31.557699999999997,27.1,22.391,31.557699999999997
1969,United Kingdom,25.2,21.0276,32.8012,34.4,24.3848,26.753999999999998,28.000000000000004,23.0175,31.0576,28.000000000000004,23.0175,31.0576
1970,United Kingdom,25.4,20.8971,32.6678,34.300000000000004,24.1096,26.830399999999997,28.299999999999997,23.1133,30.83,28.299999999999997,23.1133,30.83
1971,United Kingdom,26.400000000000002,21.6532,31.9953,35.699999999999996,24.7339,25.8153,29.5,23.8744,30.059399999999997,29.5,23.8744,30.059399999999997
1972,United Kingdom,25.8,20.6855,32.2044,34.9,23.6012,26.1258,28.799999999999997,22.9016,30.381,28.799999999999997,22.9016,30.381
1973,United Kingdom,26.0,21.3197,32.1887,35.6,24.4486,25.8398,28.799999999999997,23.3502,30.42,28.799999999999997,23.3502,30.42
1974,United Kingdom,26.1,21.378,32.1363,36.0,24.4217,25.5047,28.999999999999996,23.4805,30.410999999999998,28.999999999999996,23.4805,30.410999999999998
1975,United Kingdom,24.9,20.2976,32.7707,35.8,23.757,25.4708,27.900000000000002,22.6064,30.9773,27.900000000000002,22.6064,30.9773
1976,United Kingdom,24.9,20.4762,32.7003,37.0,23.9704,24.467100000000002,27.6,22.2456,31.032,27.6,22.2456,31.032
1977,United Kingdom,24.5,20.1621,32.9263,36.8,23.7555,24.6714,27.200000000000003,21.962,31.4066,27.200000000000003,21.962,31.4066
1978,United Kingdom,25.0,20.219,32.458,37.6,23.9362,23.8913,27.3,21.9151,31.2223,27.3,21.9151,31.2223
1979,United Kingdom,25.2,20.1175,32.3129,37.5,23.6833,23.8767,27.500000000000004,21.9943,31.158,27.500000000000004,21.9943,31.158
1980,United Kingdom,26.200000000000003,21.0517,31.8926,38.7,24.8619,23.3018,28.499999999999996,22.8846,30.6622,28.499999999999996,22.8846,30.6622
1981,United Kingdom,26.900000000000002,21.5498,31.3426,40.9,25.9344,21.5302,29.599999999999998,23.5353,29.9054,29.599999999999998,23.5353,29.9054
1982,United Kingdom,27.3,21.8653,31.087600000000002,43.1,26.734,19.9238,29.9,23.6806,29.644800000000004,29.9,23.6806,29.644800000000004
1983,United Kingdom,27.200000000000003,21.8238,31.1627,43.1,26.7342,19.9253,29.799999999999997,23.6385,29.724099999999996,29.799999999999997,23.6385,29.724099999999996
1984,United Kingdom,27.0,21.4469,31.2133,43.2,26.3965,19.608200000000004,29.2,23.222,30.112099999999998,29.2,23.222,30.112099999999998
1985,United Kingdom,28.499999999999996,22.3688,30.143700000000003,44.4,27.3293,18.7643,30.5,23.8397,29.238699999999998,30.5,23.8397,29.238699999999998
1986,United Kingdom,29.799999999999997,23.4943,29.4816,45.5,28.5958,18.2392,31.8,25.1819,28.5592,31.8,25.1819,28.5592
1987,United Kingdom,31.4,24.5331,28.487900000000003,46.9,30.1082,17.5909,33.6,26.4561,27.435000000000002,33.6,26.4561,27.435000000000002
1988,United Kingdom,32.300000000000004,25.0442,27.9788,45.9,29.5899,18.4484,34.2,26.7748,27.1483,34.2,26.7748,27.1483
1989,United Kingdom,31.5,23.9301,28.198900000000002,44.800000000000004,28.1067,18.7333,33.4,25.6888,27.323099999999997,33.4,25.6888,27.323099999999997
1990,United Kingdom,33.300000000000004,25.4044,27.1724,46.400000000000006,30.0251,18.0502,35.699999999999996,27.4417,25.9284,35.699999999999996,27.4417,25.9284
1991,United Kingdom,32.9,24.7892,27.4419,46.7,29.684,17.5718,35.0,26.7128,26.366699999999998,35.0,26.7128,26.366699999999998
1992,United Kingdom,32.5,24.5592,27.5815,47.9,30.0361,16.4022,35.0,26.6068,26.355400000000003,35.0,26.6068,26.355400000000003
1993,United Kingdom,32.7,24.7732,27.520799999999998,49.0,30.8009,15.7627,35.099999999999994,26.8287,26.3361,35.099999999999994,26.8287,26.3361
1994,United Kingdom,34.1,26.2475,26.8478,50.9,32.0054,14.367099999999999,35.9,27.7332,25.9418,35.9,27.7332,25.9418
1995,United Kingdom,33.7,25.9065,26.976399999999998,51.1,32.0891,14.076,35.6,27.3265,26.1154,35.6,27.3265,26.1154
1996,United Kingdom,33.4,25.6795,27.2033,50.3,31.7261,14.8102,35.199999999999996,27.1307,26.314300000000003,35.199999999999996,27.1307,26.314300000000003
1997,United Kingdom,33.7,25.9363,27.1237,49.5,31.702,15.5949,35.699999999999996,27.4887,26.101499999999998,35.699999999999996,27.4887,26.101499999999998
1998,United Kingdom,34.4,26.5976,26.644600000000004,50.5,32.6255,15.0745,36.4,28.2316,25.7461,36.4,28.2316,25.7461
1999,United Kingdom,34.8,27.0335,26.5824,50.7,32.8913,15.0049,36.6,28.5236,25.6456,36.6,28.5236,25.6456
2000,United Kingdom,36.199999999999996,28.7336,26.0609,52.1,35.5839,14.9452,37.8,29.9714,25.2302,37.8,29.9714,25.2302
2001,United Kingdom,35.099999999999994,27.7363,26.648,50.9,34.0674,15.405999999999999,36.9,29.1079,25.640100000000004,36.9,29.1079,25.640100000000004
2002,United Kingdom,33.300000000000004,26.2588,27.626599999999996,49.3,32.2887,16.0106,35.099999999999994,27.6673,26.683600000000002,35.099999999999994,27.6673,26.683600000000002
2003,United Kingdom,32.800000000000004,25.7318,27.843600000000002,49.5,32.2186,15.8112,34.699999999999996,27.1752,26.7889,34.699999999999996,27.1752,26.7889
2004,United Kingdom,32.7,25.841,28.0375,49.4,32.2898,15.924799999999998,34.8,27.283,26.7728,34.8,27.283,26.7728
2005,United Kingdom,33.4,26.3386,27.569300000000002,50.1,32.8792,15.4827,35.3,27.687,26.4798,35.3,27.687,26.4798
2006,United Kingdom,33.900000000000006,26.7607,27.3653,50.2,33.371,15.6665,35.8,28.1397,26.3065,35.8,28.1397,26.3065
2007,United Kingdom,32.7,25.3609,27.8291,48.9,31.3678,16.0051,34.4,26.5459,26.8054,34.4,26.5459,26.8054
2008,United Kingdom,33.0,25.7974,27.7358,49.7,32.4525,15.707699999999999,35.0,27.113,26.5225,35.0,27.113,26.5225
2009,United Kingdom,33.1,26.1325,27.744799999999998,50.9,33.4344,14.9744,34.8,27.0498,26.6548,34.8,27.0498,26.6548
2010,United Kingdom,31.900000000000002,25.2201,28.495800000000003,50.1,32.3267,15.124200000000002,33.7,26.3877,27.363599999999998,33.7,26.3877,27.363599999999998
2011,United Kingdom,31.3,24.5043,28.7431,49.1,31.4059,15.718,33.2,25.886,27.5722,33.2,25.886,27.5722
2012,United Kingdom,31.2,24.676,28.8983,49.9,32.4147,15.408999999999999,33.1,25.6784,27.635400000000004,33.1,25.6784,27.635400000000004
2013,United Kingdom,30.3,23.6753,29.1962,48.4,30.805,16.0728,32.7,25.2647,27.751,32.7,25.2647,27.751
2014,United Kingdom,31.3,24.5103,28.7073,48.6,31.5883,16.2857,33.1,25.5529,27.5453,33.1,25.5529,27.5453
2015,United Kingdom,31.5,24.5474,28.6159,48.9,31.7673,16.1083,33.300000000000004,25.7186,27.403000000000002,33.300000000000004,25.7186,27.403000000000002
2016,United Kingdom,31.1,24.2125,28.7891,48.199999999999996,31.6701,16.713,33.1,25.4166,27.5882,33.1,25.4166,27.5882
2017,United Kingdom,31.0,23.9299,28.8214,47.5,30.605,16.906100000000002,32.6,24.9475,27.7986,32.6,24.9475,27.7986
2018,United Kingdom,31.7,24.6179,28.4884,47.9,31.2928,16.9298,33.7,25.8622,27.171599999999998,33.7,25.8622,27.171599999999998
2019,United Kingdom,31.1,23.9159,28.7192,46.9,30.7004,17.5428,32.800000000000004,25.1143,27.689500000000002,32.800000000000004,25.1143,27.689500000000002
2020,United Kingdom,30.5,23.7353,29.229599999999998,47.4,30.6593,17.171,32.800000000000004,25.0148,27.724,32.800000000000004,25.0148,27.724
1974,United States,31.7,23.0013,28.207099999999997,40.699999999999996,26.8937,22.0736,35.6,26.1275,25.7677,35.6,26.1275,25.7677
1979,United States,31.7,23.0161,28.106900000000003,42.199999999999996,27.5011,20.7847,35.4,25.8759,25.8398,35.4,25.8759,25.8398
1980,United States,31.4,22.7077,28.165799999999997,42.699999999999996,27.4916,20.3021,35.4,25.7333,25.788399999999996,35.4,25.7333,25.788399999999996
1981,United States,32.2,23.1325,27.6372,43.4,27.9497,19.7879,36.3,26.3088,25.202,36.3,26.3088,25.202
1982,United States,33.5,23.9268,26.7613,44.7,28.8752,18.977,37.5,26.9907,24.4298,37.5,26.9907,24.4298
1983,United States,34.2,24.2271,26.2269,45.1,29.0468,18.6117,38.1,27.1608,23.973799999999997,38.1,27.1608,23.973799999999997
1984,United States,34.4,24.4961,26.156599999999997,44.6,28.9648,19.068199999999997,38.2,27.3158,23.9179,38.2,27.3158,23.9179
1985,United States,34.599999999999994,24.7277,26.073300000000003,45.0,29.4512,18.962,38.3,27.4681,23.8614,38.3,27.4681,23.8614
1986,United States,34.699999999999996,24.6624,25.957,45.2,29.6675,18.8079,38.3,27.3842,23.8643,38.3,27.3842,23.8643
1987,United States,33.900000000000006,24.1899,26.4373,44.9,29.5649,19.0428,37.3,26.5948,24.4383,37.3,26.5948,24.4383
1988,United States,34.4,24.6327,26.2004,45.1,29.7869,18.9788,37.8,27.1834,24.1625,37.8,27.1834,24.1625
1989,United States,34.699999999999996,25.1991,26.107799999999997,45.4,30.4608,18.9715,38.3,27.7921,23.968400000000003,38.3,27.7921,23.968400000000003
1990,United States,34.5,25.0387,26.209699999999998,45.300000000000004,30.1836,19.0014,38.3,27.6971,23.8872,38.3,27.6971,23.8872
1991,United States,34.5,24.8852,26.168200000000002,45.6,30.0286,18.5066,38.1,27.5508,24.022199999999998,38.1,27.5508,24.022199999999998
1992,United States,35.099999999999994,25.3133,25.8118,46.400000000000006,30.6291,18.0212,38.4,27.7689,23.833099999999998,38.4,27.7689,23.833099999999998
1993,United States,37.3,27.552,24.7571,48.9,33.2302,16.8375,40.400000000000006,29.7137,22.836199999999998,40.400000000000006,29.7137,22.836199999999998
1994,United States,36.9,27.4272,25.0297,48.699999999999996,33.2158,17.059,40.0,29.6169,23.163199999999996,40.0,29.6169,23.163199999999996
1995,United States,36.5,27.3772,25.3686,48.199999999999996,33.1863,17.4788,39.800000000000004,29.6468,23.3595,39.800000000000004,29.6468,23.3595
1996,United States,36.8,27.5936,25.1722,48.3,33.3667,17.4133,40.300000000000004,30.0009,23.0919,40.300000000000004,30.0009,23.0919
1997,United States,37.2,27.9997,25.004200000000004,48.6,33.6977,17.3708,40.6,30.3901,23.008399999999998,40.6,30.3901,23.008399999999998
1998,United States,36.7,27.361,25.2537,48.0,33.2547,17.6772,40.0,29.7758,23.282000000000004,40.0,29.7758,23.282000000000004
1999,United States,36.7,27.4688,25.2479,48.0,33.5309,17.7013,40.0,29.9143,23.2539,40.0,29.9143,23.2539
2000,United States,37.0,27.9781,25.2639,48.0,33.7796,17.8574,40.1,30.2525,23.3325,40.1,30.2525,23.3325
2001,United States,37.4,28.2801,24.9471,48.6,34.0619,17.462400000000002,40.6,30.6284,23.0831,40.6,30.6284,23.0831
2002,United States,37.3,27.8396,24.8635,48.4,33.473,17.3726,40.400000000000006,30.1297,23.056,40.400000000000006,30.1297,23.056
2003,United States,37.9,28.1077,24.4,48.699999999999996,33.4313,17.0441,40.8,30.2632,22.714100000000002,40.8,30.2632,22.714100000000002
2004,United States,37.4,27.8463,24.813499999999998,48.8,33.6594,17.098599999999998,40.300000000000004,30.1413,23.155,40.300000000000004,30.1413,23.155
2005,United States,38.4,28.8798,24.367599999999996,49.1,34.2329,17.039299999999997,41.0,30.8149,22.8103,41.0,30.8149,22.8103
2006,United States,38.9,29.2553,24.0075,49.1,34.2448,17.0232,41.6,31.2314,22.4501,41.6,31.2314,22.4501
2007,United States,38.1,28.2273,24.379199999999997,48.3,33.2225,17.353099999999998,41.0,30.4944,22.677,41.0,30.4944,22.677
2008,United States,38.0,28.3311,24.399900000000002,49.2,33.8557,16.7549,40.8,30.3346,22.7425,40.8,30.3346,22.7425
2009,United States,37.6,28.1297,24.7191,50.4,34.431,15.8462,40.699999999999996,30.4122,22.8822,40.699999999999996,30.4122,22.8822
2010,United States,37.0,27.0515,24.7959,50.5,34.0117,15.593300000000001,40.0,29.3028,22.9985,40.0,29.3028,22.9985
2011,United States,38.1,28.1031,24.240000000000002,51.300000000000004,35.172,15.3243,40.9,30.2158,22.524900000000002,40.9,30.2158,22.524900000000002
2012,United States,38.1,28.0886,24.173000000000002,51.2,34.9732,15.3494,40.9,30.2778,22.5402,40.9,30.2778,22.5402
2013,United States,37.9,28.0529,24.3433,50.8,34.7959,15.6206,40.6,30.0497,22.6988,40.6,30.0497,22.6988
2014,United States,38.4,28.7365,24.272499999999997,50.8,34.7713,15.5703,41.5,30.6898,22.2556,41.5,30.6898,22.2556
2015,United States,38.1,28.5407,24.4301,50.7,34.7551,15.706700000000001,41.199999999999996,30.5267,22.44,41.199999999999996,30.5267,22.44
2016,United States,38.3,28.5059,24.2504,50.7,35.1121,15.856200000000001,41.099999999999994,30.4586,22.4775,41.099999999999994,30.4586,22.4775
2017,United States,38.4,28.2573,24.0406,50.6,34.8198,15.866600000000002,41.199999999999996,30.3005,22.3381,41.199999999999996,30.3005,22.3381
2018,United States,38.9,28.9637,23.9071,50.6,35.3419,16.049300000000002,41.4,30.7892,22.339100000000002,41.4,30.7892,22.339100000000002
2019,United States,39.1,29.1839,23.725499999999997,50.5,35.3468,16.1476,41.5,30.8091,22.2115,41.5,30.8091,22.2115
2020,United States,37.4,27.9488,24.809600000000003,52.1,36.0805,14.959800000000001,39.7,29.5345,23.3341,39.7,29.5345,23.3341
2004,Uruguay,43.5,33.534,21.381899999999998,52.5,38.9916,15.907399999999999,47.199999999999996,35.4039,18.860400000000002,47.199999999999996,35.4039,18.860400000000002
2005,Uruguay,42.4,32.5436,22.049599999999998,52.1,37.917,15.843800000000002,45.9,34.4386,19.6351,45.9,34.4386,19.6351
2006,Uruguay,43.1,33.5544,21.7503,53.6,39.1772,14.861600000000001,46.5,35.4935,19.5262,46.5,35.4935,19.5262
2007,Uruguay,43.0,33.5286,21.795,53.400000000000006,38.8545,14.9286,46.800000000000004,35.8226,19.2893,46.800000000000004,35.8226,19.2893
2008,Uruguay,42.8,33.2221,21.8782,52.1,38.118,15.8483,45.800000000000004,34.7139,19.8134,45.800000000000004,34.7139,19.8134
2009,Uruguay,42.1,32.6547,22.288399999999996,51.9,37.6326,15.8581,45.5,34.7289,20.0618,45.5,34.7289,20.0618
2010,Uruguay,40.8,31.7119,23.1109,50.9,36.6445,16.4014,44.5,33.9888,20.7835,44.5,33.9888,20.7835
2011,Uruguay,38.4,29.6924,24.374200000000002,48.0,33.9013,17.8788,42.199999999999996,31.5836,21.968600000000002,42.199999999999996,31.5836,21.968600000000002
2012,Uruguay,35.8,26.9226,25.609299999999998,45.5,30.7228,18.9294,39.900000000000006,29.5492,23.0099,39.900000000000006,29.5492,23.0099
2013,Uruguay,37.4,28.5565,24.884,46.800000000000004,32.3934,18.3415,40.8,30.6294,22.6631,40.8,30.6294,22.6631
2014,Uruguay,36.7,28.1089,25.286299999999997,46.300000000000004,31.9462,18.6671,40.300000000000004,30.2838,23.1131,40.300000000000004,30.2838,23.1131
2015,Uruguay,36.9,28.1783,25.155800000000003,46.800000000000004,32.2803,18.3171,40.5,29.8538,22.7833,40.5,29.8538,22.7833
2016,Uruguay,36.5,28.0171,25.4973,46.400000000000006,32.01,18.5895,40.2,30.2615,23.1164,40.2,30.2615,23.1164
2017,Uruguay,36.6,28.3566,25.4929,46.9,32.7214,18.4727,39.900000000000006,30.219,23.2965,39.900000000000006,30.219,23.2965
2018,Uruguay,36.7,28.2669,25.4279,47.0,32.578,18.4932,40.2,30.2887,23.0876,40.2,30.2887,23.0876
2019,Uruguay,36.7,28.2375,25.3472,47.3,32.4527,18.0609,40.2,30.2056,23.196999999999996,40.2,30.2056,23.196999999999996
2005,Vietnam,36.9,29.5344,25.6664,37.8,30.1981,25.1617,37.7,30.2498,25.1872,37.7,30.2498,25.1872
2007,Vietnam,40.1,32.6838,24.0117,41.199999999999996,33.3496,23.4431,40.9,33.2782,23.5695,40.9,33.2782,23.5695
2009,Vietnam,39.800000000000004,31.7844,24.009900000000002,40.9,32.5185,23.4103,41.0,32.6381,23.291800000000002,41.0,32.6381,23.291800000000002
2011,Vietnam,36.4,28.374,25.6993,37.8,29.1024,24.8924,37.1,29.0382,25.342900000000004,37.1,29.0382,25.342900000000004
2013,Vietnam,35.0,26.9327,26.429000000000002,36.199999999999996,27.4199,25.6054,35.4,27.1568,26.2584,35.4,27.1568,26.2584
